"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","ULC","EMP","PC_CHGPP","Q","1996-Q1",0.2122371,
"CAN","ULC","EMP","PC_CHGPP","Q","1996-Q2",-0.1138899,
"CAN","ULC","EMP","PC_CHGPP","Q","1996-Q3",0.4988716,
"CAN","ULC","EMP","PC_CHGPP","Q","1996-Q4",1.236136,
"CAN","ULC","EMP","PC_CHGPP","Q","1997-Q1",0.006074431,
"CAN","ULC","EMP","PC_CHGPP","Q","1997-Q2",1.038414,
"CAN","ULC","EMP","PC_CHGPP","Q","1997-Q3",1.327913,
"CAN","ULC","EMP","PC_CHGPP","Q","1997-Q4",-0.6538079,
"CAN","ULC","EMP","PC_CHGPP","Q","1998-Q1",-0.06014799,
"CAN","ULC","EMP","PC_CHGPP","Q","1998-Q2",1.382596,
"CAN","ULC","EMP","PC_CHGPP","Q","1998-Q3",0.2332861,
"CAN","ULC","EMP","PC_CHGPP","Q","1998-Q4",0.1351882,
"CAN","ULC","EMP","PC_CHGPP","Q","1999-Q1",-1.227919,
"CAN","ULC","EMP","PC_CHGPP","Q","1999-Q2",0.8905826,
"CAN","ULC","EMP","PC_CHGPP","Q","1999-Q3",-0.3003528,
"CAN","ULC","EMP","PC_CHGPP","Q","1999-Q4",0.5110188,
"CAN","ULC","EMP","PC_CHGPP","Q","2000-Q1",0.980696,
"CAN","ULC","EMP","PC_CHGPP","Q","2000-Q2",1.078054,
"CAN","ULC","EMP","PC_CHGPP","Q","2000-Q3",0.1177277,
"CAN","ULC","EMP","PC_CHGPP","Q","2000-Q4",0.6059505,
"CAN","ULC","EMP","PC_CHGPP","Q","2001-Q1",0.2557946,
"CAN","ULC","EMP","PC_CHGPP","Q","2001-Q2",0.1100032,
"CAN","ULC","EMP","PC_CHGPP","Q","2001-Q3",0.3142247,
"CAN","ULC","EMP","PC_CHGPP","Q","2001-Q4",-0.02946487,
"CAN","ULC","EMP","PC_CHGPP","Q","2002-Q1",-0.3992113,
"CAN","ULC","EMP","PC_CHGPP","Q","2002-Q2",0.6215274,
"CAN","ULC","EMP","PC_CHGPP","Q","2002-Q3",0.4584943,
"CAN","ULC","EMP","PC_CHGPP","Q","2002-Q4",1.17822,
"CAN","ULC","EMP","PC_CHGPP","Q","2003-Q1",0.2340314,
"CAN","ULC","EMP","PC_CHGPP","Q","2003-Q2",0.4323507,
"CAN","ULC","EMP","PC_CHGPP","Q","2003-Q3",0.8120834,
"CAN","ULC","EMP","PC_CHGPP","Q","2003-Q4",0.7504124,
"CAN","ULC","EMP","PC_CHGPP","Q","2004-Q1",0.8540558,
"CAN","ULC","EMP","PC_CHGPP","Q","2004-Q2",0.7095801,
"CAN","ULC","EMP","PC_CHGPP","Q","2004-Q3",0.1971909,
"CAN","ULC","EMP","PC_CHGPP","Q","2004-Q4",0.06623301,
"CAN","ULC","EMP","PC_CHGPP","Q","2005-Q1",0.9646254,
"CAN","ULC","EMP","PC_CHGPP","Q","2005-Q2",0.9884198,
"CAN","ULC","EMP","PC_CHGPP","Q","2005-Q3",0.5562452,
"CAN","ULC","EMP","PC_CHGPP","Q","2005-Q4",0.7094815,
"CAN","ULC","EMP","PC_CHGPP","Q","2006-Q1",0.4205028,
"CAN","ULC","EMP","PC_CHGPP","Q","2006-Q2",1.313202,
"CAN","ULC","EMP","PC_CHGPP","Q","2006-Q3",1.117674,
"CAN","ULC","EMP","PC_CHGPP","Q","2006-Q4",1.097179,
"CAN","ULC","EMP","PC_CHGPP","Q","2007-Q1",1.502017,
"CAN","ULC","EMP","PC_CHGPP","Q","2007-Q2",0.9770154,
"CAN","ULC","EMP","PC_CHGPP","Q","2007-Q3",0.1073105,
"CAN","ULC","EMP","PC_CHGPP","Q","2007-Q4",1.001126,
"CAN","ULC","EMP","PC_CHGPP","Q","2008-Q1",1.68491,
"CAN","ULC","EMP","PC_CHGPP","Q","2008-Q2",0.7926875,
"CAN","ULC","EMP","PC_CHGPP","Q","2008-Q3",-0.09634066,
"CAN","ULC","EMP","PC_CHGPP","Q","2008-Q4",1.182652,
"CAN","ULC","EMP","PC_CHGPP","Q","2009-Q1",1.282193,
"CAN","ULC","EMP","PC_CHGPP","Q","2009-Q2",0.671496,
"CAN","ULC","EMP","PC_CHGPP","Q","2009-Q3",-0.1943563,
"CAN","ULC","EMP","PC_CHGPP","Q","2009-Q4",-0.2143462,
"CAN","ULC","EMP","PC_CHGPP","Q","2010-Q1",-0.7247638,
"CAN","ULC","EMP","PC_CHGPP","Q","2010-Q2",0.3174008,
"CAN","ULC","EMP","PC_CHGPP","Q","2010-Q3",0.4715387,
"CAN","ULC","EMP","PC_CHGPP","Q","2010-Q4",0.2154839,
"CAN","ULC","EMP","PC_CHGPP","Q","2011-Q1",1.075521,
"CAN","ULC","EMP","PC_CHGPP","Q","2011-Q2",0.397445,
"CAN","ULC","EMP","PC_CHGPP","Q","2011-Q3",-0.3888054,
"CAN","ULC","EMP","PC_CHGPP","Q","2011-Q4",0.4533812,
"CAN","ULC","EMP","PC_CHGPP","Q","2012-Q1",0.9471569,
"CAN","ULC","EMP","PC_CHGPP","Q","2012-Q2",1.000693,
"CAN","ULC","EMP","PC_CHGPP","Q","2012-Q3",0.9566612,
"CAN","ULC","EMP","PC_CHGPP","Q","2012-Q4",0.768303,
"CAN","ULC","EMP","PC_CHGPP","Q","2013-Q1",0.4025238,
"CAN","ULC","EMP","PC_CHGPP","Q","2013-Q2",0.09181271,
"CAN","ULC","EMP","PC_CHGPP","Q","2013-Q3",0.1491387,
"CAN","ULC","EMP","PC_CHGPP","Q","2013-Q4",-0.1403066,
"CAN","ULC","EMP","PC_CHGPP","Q","2014-Q1",0.580868,
"CAN","ULC","EMP","PC_CHGPP","Q","2014-Q2",0.2857563,
"CAN","ULC","EMP","PC_CHGPP","Q","2014-Q3",0.2270119,
"CAN","ULC","EMP","PC_CHGPP","Q","2014-Q4",-0.283872,
"CAN","ULC","EMP","PC_CHGPP","Q","2015-Q1",1.768313,
"CAN","ULC","EMP","PC_CHGPP","Q","2015-Q2",0.7330573,
"CAN","ULC","EMP","PC_CHGPP","Q","2015-Q3",-0.1756047,
"CAN","ULC","EMP","PC_CHGPP","Q","2015-Q4",0.154435,
"CAN","ULC","EMP","PC_CHGPP","Q","2016-Q1",-1.382542,
"CAN","ULC","EMP","PC_CHGPP","Q","2016-Q2",0.5127317,
"CAN","ULC","EMP","PC_CHGPP","Q","2016-Q3",-0.6818895,
"CAN","ULC","EMP","PC_CHGPP","Q","2016-Q4",0.1531015,
"CAN","ULC","EMP","PC_CHGPP","Q","2017-Q1",-0.2411267,
"CAN","ULC","EMP","PC_CHGPP","Q","2017-Q2",0.2289911,
"CAN","ULC","EMP","PC_CHGPP","Q","2017-Q3",1.642708,
"CAN","ULC","EMP","PC_CHGPP","Q","2017-Q4",1.13195,
"CAN","ULC","EMP","PC_CHGPP","Q","2018-Q1",0.7727128,
"CAN","ULC","EMP","PC_CHGPP","Q","2018-Q2",-0.006304605,
"CAN","ULC","EMP","PC_CHGPP","Q","2018-Q3",0.02494911,
"CAN","ULC","EMP","PC_CHGPP","Q","2018-Q4",1.050654,
"CAN","ULC","EMP","PC_CHGPP","Q","2019-Q1",0.5354832,
"CAN","ULC","EMP","PC_CHGPP","Q","2019-Q2",0.6518657,
"CAN","ULC","EMP","PC_CHGPP","Q","2019-Q3",1.054887,
"CAN","ULC","EMP","PC_CHGPP","Q","2019-Q4",1.00035,
"NOR","ULC","EMP","IDX2010","A","1995",46.78396,
"NOR","ULC","EMP","IDX2010","A","1996",47.47434,
"NOR","ULC","EMP","IDX2010","A","1997",48.72801,
"NOR","ULC","EMP","IDX2010","A","1998",52.17493,
"NOR","ULC","EMP","IDX2010","A","1999",54.47028,
"NOR","ULC","EMP","IDX2010","A","2000",55.64913,
"NOR","ULC","EMP","IDX2010","A","2001",57.81421,
"NOR","ULC","EMP","IDX2010","A","2002",59.873,
"NOR","ULC","EMP","IDX2010","A","2003",60.98534,
"NOR","ULC","EMP","IDX2010","A","2004",61.50652,
"NOR","ULC","EMP","IDX2010","A","2005",63.57251,
"NOR","ULC","EMP","IDX2010","A","2006",67.7053,
"NOR","ULC","EMP","IDX2010","A","2007",72.62504,
"NOR","ULC","EMP","IDX2010","A","2008",79.46446,
"NOR","ULC","EMP","IDX2010","A","2009",82.92277,
"NOR","ULC","EMP","IDX2010","A","2010",85.00432,
"NOR","ULC","EMP","IDX2010","A","2011",89.27158,
"NOR","ULC","EMP","IDX2010","A","2012",92.90096,
"NOR","ULC","EMP","IDX2010","A","2013",96.96828,
"NOR","ULC","EMP","IDX2010","A","2014",98.8181,
"NOR","ULC","EMP","IDX2010","A","2015",100,
"NOR","ULC","EMP","IDX2010","A","2016",101.1378,
"NOR","ULC","EMP","IDX2010","A","2017",101.5204,
"NOR","ULC","EMP","IDX2010","A","2018",104.9665,
"NOR","ULC","EMP","IDX2010","A","2019",109.5665,
"KOR","ULC","EMP","IDX2010","Q","1989-Q1",49.28002,
"KOR","ULC","EMP","IDX2010","Q","1989-Q2",51.83585,
"KOR","ULC","EMP","IDX2010","Q","1989-Q3",53.0473,
"KOR","ULC","EMP","IDX2010","Q","1989-Q4",53.37329,
"KOR","ULC","EMP","IDX2010","Q","1990-Q1",55.20641,
"KOR","ULC","EMP","IDX2010","Q","1990-Q2",55.97078,
"KOR","ULC","EMP","IDX2010","Q","1990-Q3",56.93232,
"KOR","ULC","EMP","IDX2010","Q","1990-Q4",58.0185,
"KOR","ULC","EMP","IDX2010","Q","1991-Q1",56.24375,
"KOR","ULC","EMP","IDX2010","Q","1991-Q2",59.32987,
"KOR","ULC","EMP","IDX2010","Q","1991-Q3",60.95492,
"KOR","ULC","EMP","IDX2010","Q","1991-Q4",62.35059,
"KOR","ULC","EMP","IDX2010","Q","1992-Q1",64.06215,
"KOR","ULC","EMP","IDX2010","Q","1992-Q2",64.73705,
"KOR","ULC","EMP","IDX2010","Q","1992-Q3",67.18336,
"KOR","ULC","EMP","IDX2010","Q","1992-Q4",68.75474,
"KOR","ULC","EMP","IDX2010","Q","1993-Q1",70.08071,
"KOR","ULC","EMP","IDX2010","Q","1993-Q2",70.14703,
"KOR","ULC","EMP","IDX2010","Q","1993-Q3",71.10919,
"KOR","ULC","EMP","IDX2010","Q","1993-Q4",71.93559,
"KOR","ULC","EMP","IDX2010","Q","1994-Q1",72.94733,
"KOR","ULC","EMP","IDX2010","Q","1994-Q2",73.80688,
"KOR","ULC","EMP","IDX2010","Q","1994-Q3",75.16486,
"KOR","ULC","EMP","IDX2010","Q","1994-Q4",75.39352,
"KOR","ULC","EMP","IDX2010","Q","1995-Q1",75.56328,
"KOR","ULC","EMP","IDX2010","Q","1995-Q2",76.92845,
"KOR","ULC","EMP","IDX2010","Q","1995-Q3",77.67647,
"KOR","ULC","EMP","IDX2010","Q","1995-Q4",78.73943,
"KOR","ULC","EMP","IDX2010","Q","1996-Q1",80.19205,
"KOR","ULC","EMP","IDX2010","Q","1996-Q2",80.63568,
"KOR","ULC","EMP","IDX2010","Q","1996-Q3",82.72922,
"KOR","ULC","EMP","IDX2010","Q","1996-Q4",83.21723,
"KOR","ULC","EMP","IDX2010","Q","1997-Q1",86.91184,
"KOR","ULC","EMP","IDX2010","Q","1997-Q2",84.1628,
"KOR","ULC","EMP","IDX2010","Q","1997-Q3",84.66728,
"KOR","ULC","EMP","IDX2010","Q","1997-Q4",80.47796,
"KOR","ULC","EMP","IDX2010","Q","1998-Q1",87.40134,
"KOR","ULC","EMP","IDX2010","Q","1998-Q2",86.03761,
"KOR","ULC","EMP","IDX2010","Q","1998-Q3",79.6172,
"KOR","ULC","EMP","IDX2010","Q","1998-Q4",80.44725,
"KOR","ULC","EMP","IDX2010","Q","1999-Q1",84.16794,
"KOR","ULC","EMP","IDX2010","Q","1999-Q2",83.69277,
"KOR","ULC","EMP","IDX2010","Q","1999-Q3",83.2674,
"KOR","ULC","EMP","IDX2010","Q","1999-Q4",85.56802,
"KOR","ULC","EMP","IDX2010","Q","2000-Q1",84.38392,
"KOR","ULC","EMP","IDX2010","Q","2000-Q2",85.93839,
"KOR","ULC","EMP","IDX2010","Q","2000-Q3",86.17334,
"KOR","ULC","EMP","IDX2010","Q","2000-Q4",87.67201,
"KOR","ULC","EMP","IDX2010","Q","2001-Q1",87.67151,
"KOR","ULC","EMP","IDX2010","Q","2001-Q2",87.88309,
"KOR","ULC","EMP","IDX2010","Q","2001-Q3",88.74401,
"KOR","ULC","EMP","IDX2010","Q","2001-Q4",89.43739,
"KOR","ULC","EMP","IDX2010","Q","2002-Q1",90.82467,
"KOR","ULC","EMP","IDX2010","Q","2002-Q2",93.20189,
"KOR","ULC","EMP","IDX2010","Q","2002-Q3",92.85917,
"KOR","ULC","EMP","IDX2010","Q","2002-Q4",94.97267,
"KOR","ULC","EMP","IDX2010","Q","2003-Q1",97.24241,
"KOR","ULC","EMP","IDX2010","Q","2003-Q2",97.01357,
"KOR","ULC","EMP","IDX2010","Q","2003-Q3",96.97262,
"KOR","ULC","EMP","IDX2010","Q","2003-Q4",96.09251,
"KOR","ULC","EMP","IDX2010","Q","2004-Q1",97.00623,
"KOR","ULC","EMP","IDX2010","Q","2004-Q2",97.56249,
"KOR","ULC","EMP","IDX2010","Q","2004-Q3",99.61742,
"KOR","ULC","EMP","IDX2010","Q","2004-Q4",100.6993,
"KOR","ULC","EMP","IDX2010","Q","2005-Q1",101.0498,
"KOR","ULC","EMP","IDX2010","Q","2005-Q2",100.139,
"KOR","ULC","EMP","IDX2010","Q","2005-Q3",100.2232,
"KOR","ULC","EMP","IDX2010","Q","2005-Q4",100.36,
"KOR","ULC","EMP","IDX2010","Q","2006-Q1",100.3127,
"KOR","ULC","EMP","IDX2010","Q","2006-Q2",101.3016,
"KOR","ULC","EMP","IDX2010","Q","2006-Q3",100.3406,
"KOR","ULC","EMP","IDX2010","Q","2006-Q4",102.8824,
"KOR","ULC","EMP","IDX2010","Q","2007-Q1",101.252,
"KOR","ULC","EMP","IDX2010","Q","2007-Q2",101.0891,
"KOR","ULC","EMP","IDX2010","Q","2007-Q3",102.5521,
"KOR","ULC","EMP","IDX2010","Q","2007-Q4",101.3568,
"KOR","ULC","EMP","IDX2010","Q","2008-Q1",94.43647,
"KOR","ULC","EMP","IDX2010","Q","2008-Q2",94.9398,
"KOR","ULC","EMP","IDX2010","Q","2008-Q3",94.27564,
"KOR","ULC","EMP","IDX2010","Q","2008-Q4",96.32449,
"KOR","ULC","EMP","IDX2010","Q","2009-Q1",95.84111,
"KOR","ULC","EMP","IDX2010","Q","2009-Q2",95.24703,
"KOR","ULC","EMP","IDX2010","Q","2009-Q3",92.65721,
"KOR","ULC","EMP","IDX2010","Q","2009-Q4",94.35065,
"KOR","ULC","EMP","IDX2010","Q","2010-Q1",95.15489,
"KOR","ULC","EMP","IDX2010","Q","2010-Q2",94.16489,
"KOR","ULC","EMP","IDX2010","Q","2010-Q3",94.82349,
"KOR","ULC","EMP","IDX2010","Q","2010-Q4",93.14973,
"KOR","ULC","EMP","IDX2010","Q","2011-Q1",91.06621,
"KOR","ULC","EMP","IDX2010","Q","2011-Q2",92.97104,
"KOR","ULC","EMP","IDX2010","Q","2011-Q3",93.49556,
"KOR","ULC","EMP","IDX2010","Q","2011-Q4",94.96466,
"KOR","ULC","EMP","IDX2010","Q","2012-Q1",97.3146,
"KOR","ULC","EMP","IDX2010","Q","2012-Q2",97.21577,
"KOR","ULC","EMP","IDX2010","Q","2012-Q3",98.03024,
"KOR","ULC","EMP","IDX2010","Q","2012-Q4",98.13694,
"KOR","ULC","EMP","IDX2010","Q","2013-Q1",97.85246,
"KOR","ULC","EMP","IDX2010","Q","2013-Q2",98.66965,
"KOR","ULC","EMP","IDX2010","Q","2013-Q3",98.84057,
"KOR","ULC","EMP","IDX2010","Q","2013-Q4",98.45462,
"KOR","ULC","EMP","IDX2010","Q","2014-Q1",99.37116,
"KOR","ULC","EMP","IDX2010","Q","2014-Q2",99.1803,
"KOR","ULC","EMP","IDX2010","Q","2014-Q3",99.65715,
"KOR","ULC","EMP","IDX2010","Q","2014-Q4",100.4562,
"KOR","ULC","EMP","IDX2010","Q","2015-Q1",99.5098,
"KOR","ULC","EMP","IDX2010","Q","2015-Q2",100.6911,
"KOR","ULC","EMP","IDX2010","Q","2015-Q3",99.86043,
"KOR","ULC","EMP","IDX2010","Q","2015-Q4",99.93867,
"KOR","ULC","EMP","IDX2010","Q","2016-Q1",101.0785,
"KOR","ULC","EMP","IDX2010","Q","2016-Q2",100.4096,
"KOR","ULC","EMP","IDX2010","Q","2016-Q3",101.6528,
"KOR","ULC","EMP","IDX2010","Q","2016-Q4",102.591,
"KOR","ULC","EMP","IDX2010","Q","2017-Q1",100.5654,
"KOR","ULC","EMP","IDX2010","Q","2017-Q2",102.2483,
"KOR","ULC","EMP","IDX2010","Q","2017-Q3",101.42,
"KOR","ULC","EMP","IDX2010","Q","2017-Q4",102.4933,
"KOR","ULC","EMP","IDX2010","Q","2018-Q1",104.5295,
"KOR","ULC","EMP","IDX2010","Q","2018-Q2",103.1924,
"KOR","ULC","EMP","IDX2010","Q","2018-Q3",103.7247,
"KOR","ULC","EMP","IDX2010","Q","2018-Q4",103.5424,
"KOR","ULC","EMP","IDX2010","Q","2019-Q1",105.0671,
"KOR","ULC","EMP","IDX2010","Q","2019-Q2",105.163,
"KOR","ULC","EMP","IDX2010","Q","2019-Q3",105.713,
"KOR","ULC","EMP","IDX2010","Q","2019-Q4",105.5221,
"EU28","ULC","HRWKD","PC_CHGPP","A","1996",2.517857,
"EU28","ULC","HRWKD","PC_CHGPP","A","1997",1.985364,
"EU28","ULC","HRWKD","PC_CHGPP","A","1998",0.662891,
"EU28","ULC","HRWKD","PC_CHGPP","A","1999",2.718594,
"EU28","ULC","HRWKD","PC_CHGPP","A","2000",3.339859,
"EU28","ULC","HRWKD","PC_CHGPP","A","2001",1.743577,
"EU28","ULC","HRWKD","PC_CHGPP","A","2002",1.197104,
"EU28","ULC","HRWKD","PC_CHGPP","A","2003",0.094514,
"EU28","ULC","HRWKD","PC_CHGPP","A","2004",1.176363,
"EU28","ULC","HRWKD","PC_CHGPP","A","2005",1.664123,
"EU28","ULC","HRWKD","PC_CHGPP","A","2006",1.303646,
"EU28","ULC","HRWKD","PC_CHGPP","A","2007",2.02414,
"EU28","ULC","HRWKD","PC_CHGPP","A","2008",0.903891,
"EU28","ULC","HRWKD","PC_CHGPP","A","2009",1.450807,
"EU28","ULC","HRWKD","PC_CHGPP","A","2010",0.931433,
"EU28","ULC","HRWKD","PC_CHGPP","A","2011",0.198196,
"EU28","ULC","HRWKD","PC_CHGPP","A","2012",2.870276,
"EU28","ULC","HRWKD","PC_CHGPP","A","2013",0.461652,
"EU28","ULC","HRWKD","PC_CHGPP","A","2014",1.133708,
"EU28","ULC","HRWKD","PC_CHGPP","A","2015",1.80718,
"EU28","ULC","HRWKD","PC_CHGPP","A","2016",-1.306823,
"EU28","ULC","HRWKD","PC_CHGPP","A","2017",-0.000222,
"EU28","ULC","HRWKD","PC_CHGPP","A","2018",1.602115,
"EU28","ULC","HRWKD","PC_CHGPP","A","2019",2.125082,
"SWE","ULC","EMP","IDX2010","Q","1993-Q1",72.24902,
"SWE","ULC","EMP","IDX2010","Q","1993-Q2",69.9593,
"SWE","ULC","EMP","IDX2010","Q","1993-Q3",69.57583,
"SWE","ULC","EMP","IDX2010","Q","1993-Q4",69.26337,
"SWE","ULC","EMP","IDX2010","Q","1994-Q1",70.68031,
"SWE","ULC","EMP","IDX2010","Q","1994-Q2",70.8019,
"SWE","ULC","EMP","IDX2010","Q","1994-Q3",71.30789,
"SWE","ULC","EMP","IDX2010","Q","1994-Q4",72.05636,
"SWE","ULC","EMP","IDX2010","Q","1995-Q1",70.00575,
"SWE","ULC","EMP","IDX2010","Q","1995-Q2",71.06992,
"SWE","ULC","EMP","IDX2010","Q","1995-Q3",70.60545,
"SWE","ULC","EMP","IDX2010","Q","1995-Q4",72.56865,
"SWE","ULC","EMP","IDX2010","Q","1996-Q1",73.05061,
"SWE","ULC","EMP","IDX2010","Q","1996-Q2",74.75891,
"SWE","ULC","EMP","IDX2010","Q","1996-Q3",74.47077,
"SWE","ULC","EMP","IDX2010","Q","1996-Q4",74.07612,
"SWE","ULC","EMP","IDX2010","Q","1997-Q1",75.07084,
"SWE","ULC","EMP","IDX2010","Q","1997-Q2",75.4017,
"SWE","ULC","EMP","IDX2010","Q","1997-Q3",75.29367,
"SWE","ULC","EMP","IDX2010","Q","1997-Q4",74.01366,
"SWE","ULC","EMP","IDX2010","Q","1998-Q1",71.69439,
"SWE","ULC","EMP","IDX2010","Q","1998-Q2",71.29116,
"SWE","ULC","EMP","IDX2010","Q","1998-Q3",72.27931,
"SWE","ULC","EMP","IDX2010","Q","1998-Q4",72.85937,
"SWE","ULC","EMP","IDX2010","Q","1999-Q1",73.11364,
"SWE","ULC","EMP","IDX2010","Q","1999-Q2",73.41139,
"SWE","ULC","EMP","IDX2010","Q","1999-Q3",73.84349,
"SWE","ULC","EMP","IDX2010","Q","1999-Q4",73.14651,
"SWE","ULC","EMP","IDX2010","Q","2000-Q1",77.04586,
"SWE","ULC","EMP","IDX2010","Q","2000-Q2",75.65527,
"SWE","ULC","EMP","IDX2010","Q","2000-Q3",76.2608,
"SWE","ULC","EMP","IDX2010","Q","2000-Q4",77.28519,
"SWE","ULC","EMP","IDX2010","Q","2001-Q1",78.84727,
"SWE","ULC","EMP","IDX2010","Q","2001-Q2",80.6102,
"SWE","ULC","EMP","IDX2010","Q","2001-Q3",80.85638,
"SWE","ULC","EMP","IDX2010","Q","2001-Q4",80.66036,
"SWE","ULC","EMP","IDX2010","Q","2002-Q1",81.39024,
"SWE","ULC","EMP","IDX2010","Q","2002-Q2",80.71989,
"SWE","ULC","EMP","IDX2010","Q","2002-Q3",80.68454,
"SWE","ULC","EMP","IDX2010","Q","2002-Q4",81.39091,
"SWE","ULC","EMP","IDX2010","Q","2003-Q1",81.18319,
"SWE","ULC","EMP","IDX2010","Q","2003-Q2",81.98096,
"SWE","ULC","EMP","IDX2010","Q","2003-Q3",81.87245,
"SWE","ULC","EMP","IDX2010","Q","2003-Q4",81.17237,
"SWE","ULC","EMP","IDX2010","Q","2004-Q1",81.21511,
"SWE","ULC","EMP","IDX2010","Q","2004-Q2",81.42449,
"SWE","ULC","EMP","IDX2010","Q","2004-Q3",81.48176,
"SWE","ULC","EMP","IDX2010","Q","2004-Q4",81.05383,
"SWE","ULC","EMP","IDX2010","Q","2005-Q1",81.3495,
"SWE","ULC","EMP","IDX2010","Q","2005-Q2",81.48611,
"SWE","ULC","EMP","IDX2010","Q","2005-Q3",81.6476,
"SWE","ULC","EMP","IDX2010","Q","2005-Q4",82.39474,
"SWE","ULC","EMP","IDX2010","Q","2006-Q1",81.71723,
"SWE","ULC","EMP","IDX2010","Q","2006-Q2",81.03298,
"SWE","ULC","EMP","IDX2010","Q","2006-Q3",82.04715,
"SWE","ULC","EMP","IDX2010","Q","2006-Q4",82.40034,
"SWE","ULC","EMP","IDX2010","Q","2007-Q1",84.34541,
"SWE","ULC","EMP","IDX2010","Q","2007-Q2",84.7405,
"SWE","ULC","EMP","IDX2010","Q","2007-Q3",85.23339,
"SWE","ULC","EMP","IDX2010","Q","2007-Q4",86.57843,
"SWE","ULC","EMP","IDX2010","Q","2008-Q1",87.45741,
"SWE","ULC","EMP","IDX2010","Q","2008-Q2",88.72904,
"SWE","ULC","EMP","IDX2010","Q","2008-Q3",89.30952,
"SWE","ULC","EMP","IDX2010","Q","2008-Q4",93.21481,
"SWE","ULC","EMP","IDX2010","Q","2009-Q1",93.38054,
"SWE","ULC","EMP","IDX2010","Q","2009-Q2",93.52653,
"SWE","ULC","EMP","IDX2010","Q","2009-Q3",93.86832,
"SWE","ULC","EMP","IDX2010","Q","2009-Q4",93.82445,
"SWE","ULC","EMP","IDX2010","Q","2010-Q1",91.53165,
"SWE","ULC","EMP","IDX2010","Q","2010-Q2",90.89458,
"SWE","ULC","EMP","IDX2010","Q","2010-Q3",91.06758,
"SWE","ULC","EMP","IDX2010","Q","2010-Q4",91.60541,
"SWE","ULC","EMP","IDX2010","Q","2011-Q1",92.36876,
"SWE","ULC","EMP","IDX2010","Q","2011-Q2",93.0966,
"SWE","ULC","EMP","IDX2010","Q","2011-Q3",93.30766,
"SWE","ULC","EMP","IDX2010","Q","2011-Q4",94.71566,
"SWE","ULC","EMP","IDX2010","Q","2012-Q1",95.50595,
"SWE","ULC","EMP","IDX2010","Q","2012-Q2",96.63407,
"SWE","ULC","EMP","IDX2010","Q","2012-Q3",97.71919,
"SWE","ULC","EMP","IDX2010","Q","2012-Q4",99.19209,
"SWE","ULC","EMP","IDX2010","Q","2013-Q1",98.2792,
"SWE","ULC","EMP","IDX2010","Q","2013-Q2",98.84085,
"SWE","ULC","EMP","IDX2010","Q","2013-Q3",99.54564,
"SWE","ULC","EMP","IDX2010","Q","2013-Q4",99.88306,
"SWE","ULC","EMP","IDX2010","Q","2014-Q1",99.61208,
"SWE","ULC","EMP","IDX2010","Q","2014-Q2",100.0346,
"SWE","ULC","EMP","IDX2010","Q","2014-Q3",100.5172,
"SWE","ULC","EMP","IDX2010","Q","2014-Q4",99.84788,
"SWE","ULC","EMP","IDX2010","Q","2015-Q1",100.09,
"SWE","ULC","EMP","IDX2010","Q","2015-Q2",100.4804,
"SWE","ULC","EMP","IDX2010","Q","2015-Q3",99.78454,
"SWE","ULC","EMP","IDX2010","Q","2015-Q4",99.64501,
"SWE","ULC","EMP","IDX2010","Q","2016-Q1",101.0585,
"SWE","ULC","EMP","IDX2010","Q","2016-Q2",101.5374,
"SWE","ULC","EMP","IDX2010","Q","2016-Q3",102.5297,
"SWE","ULC","EMP","IDX2010","Q","2016-Q4",103.8836,
"SWE","ULC","EMP","IDX2010","Q","2017-Q1",103.9365,
"SWE","ULC","EMP","IDX2010","Q","2017-Q2",103.6121,
"SWE","ULC","EMP","IDX2010","Q","2017-Q3",103.9369,
"SWE","ULC","EMP","IDX2010","Q","2017-Q4",105.0577,
"SWE","ULC","EMP","IDX2010","Q","2018-Q1",105.9447,
"SWE","ULC","EMP","IDX2010","Q","2018-Q2",107.1835,
"SWE","ULC","EMP","IDX2010","Q","2018-Q3",108.431,
"SWE","ULC","EMP","IDX2010","Q","2018-Q4",108.1966,
"SWE","ULC","EMP","IDX2010","Q","2019-Q1",109.0045,
"SWE","ULC","EMP","IDX2010","Q","2019-Q2",110.1045,
"SWE","ULC","EMP","IDX2010","Q","2019-Q3",110.2168,
"SWE","ULC","EMP","IDX2010","Q","2019-Q4",110.4176,
"HUN","ULC","EMP","PC_CHGPP","Q","1995-Q2",3.812862,
"HUN","ULC","EMP","PC_CHGPP","Q","1995-Q3",5.896844,
"HUN","ULC","EMP","PC_CHGPP","Q","1995-Q4",4.416232,
"HUN","ULC","EMP","PC_CHGPP","Q","1996-Q1",4.24811,
"HUN","ULC","EMP","PC_CHGPP","Q","1996-Q2",6.69527,
"HUN","ULC","EMP","PC_CHGPP","Q","1996-Q3",3.882735,
"HUN","ULC","EMP","PC_CHGPP","Q","1996-Q4",4.747778,
"HUN","ULC","EMP","PC_CHGPP","Q","1997-Q1",5.874599,
"HUN","ULC","EMP","PC_CHGPP","Q","1997-Q2",3.545266,
"HUN","ULC","EMP","PC_CHGPP","Q","1997-Q3",3.477326,
"HUN","ULC","EMP","PC_CHGPP","Q","1997-Q4",3.052388,
"HUN","ULC","EMP","PC_CHGPP","Q","1998-Q1",2.827269,
"HUN","ULC","EMP","PC_CHGPP","Q","1998-Q2",2.289775,
